product_id,product_name,product_image,product_price,shop_link,shop_name,shop_logo,review_score,review_score_count,company_name,recommend_power
12184379,MSI 지포스 RTX 3090 게이밍 X 트리오 D6X 24GB 트라이프로져2,https://img.danawa.com/prod_img/500000/379/184/img/12184379_1.jpg?shrink=330:330&_v=20201028163143,2454260,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=12184379&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4382688544&package=0&setpc=0&r=16678608879581,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,5,MSI ( 제조사 웹사이트 바로가기),정격파워 750W 이상
13212008,ASUS ROG STRIX 지포스 RTX 3070 O8G GAMING OC D6 8GB,https://img.danawa.com/prod_img/500000/008/212/img/13212008_1.jpg?shrink=330:330&_v=20210122161804,4424600,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=13212008&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P4917403737&package=0&setpc=0&r=16678613289640,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,3,ASUS ( 제조사 웹사이트 바로가기),정격파워 750W 이상
17038721,ASUS ROG STRIX 라데온 RX 6750 XT O12G OC D6 12GB 대원씨티에스,https://img.danawa.com/prod_img/500000/721/038/img/17038721_1.jpg?shrink=330:330&_v=20220712091952,611580,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=971&cate4=0&pcode=17038721&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5047866332&package=0&setpc=0&r=16678593209810,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.0,4,ASUS ( 제조사 웹사이트 바로가기),정격파워 750W 이상
12183533,이엠텍 지포스 RTX 3090 BLACK EDITION OC D6X 24GB,https://img.danawa.com/prod_img/500000/533/183/img/12183533_1.jpg?shrink=330:330&_v=20201030164010,2790030,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=12183533&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1728537036&package=0&setpc=0&r=16678607448479,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,5.0,8,이엠텍 ( 제조사 웹사이트 바로가기),정격파워 750W 이상
14980700,GIGABYTE 라데온 RX 6600 XT Gaming OC PRO D6 8GB 제이씨현,https://img.danawa.com/prod_img/500000/700/980/img/14980700_1.jpg?shrink=330:330&_v=20210813095409,517180,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=971&cate4=0&pcode=14980700&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4913847315&package=0&setpc=0&r=16678605916201,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,5.0,4,GIGABYTE ( 제조사 웹사이트 바로가기),정격파워 500W 이상
10319406,MSI 지포스 GT730 D3 2GB LP 무소음,https://img.danawa.com/prod_img/500000/406/319/img/10319406_1.jpg?shrink=330:330&_v=20200109134912,104720,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=10319406&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3780155854&package=0&setpc=0&r=16678619187649,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.6,50,MSI ( 제조사 웹사이트 바로가기),정격파워 300W 이상
12437396,GIGABYTE 지포스 GTX1050 Ti UD2 D5 4GB Nano LP 피씨디렉트,https://img.danawa.com/prod_img/500000/396/437/img/12437396_1.jpg?shrink=330:330&_v=20201013105102,880000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=12437396&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2241669342&package=0&setpc=0&r=16678615103560,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,17,GIGABYTE ( 제조사 웹사이트 바로가기),정격파워 300W 이상
14978270,EVGA 지포스 RTX 3060 Ti XC GAMING D6 8GB LHR,https://img.danawa.com/prod_img/500000/270/978/img/14978270_1.jpg?shrink=330:330&_v=20210811141702,769690,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14978270&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2344976801&package=0&setpc=0&r=16678609363757,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,15,EVGA ( 제조사 웹사이트 바로가기),정격파워 600W 이상
14379902,GIGABYTE 지포스 RTX 3080 Ti VISION OC D6X 12GB 제이씨현,https://img.danawa.com/prod_img/500000/902/379/img/14379902_1.jpg?shrink=330:330&_v=20210603220201,1772020,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14379902&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1520121094&package=0&setpc=0&r=16678608719885,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,5.0,2,GIGABYTE ( 제조사 웹사이트 바로가기),정격파워 750W 이상
15359087,EVGA 지포스 RTX 3070 XC3 ULTRA GAMING D6 8GB LHR,https://img.danawa.com/prod_img/500000/087/359/img/15359087_1.jpg?shrink=330:330&_v=20211001144914,787200,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=15359087&cmpnyc=PO20D&safe_trade=2&fee_type=S&link_pcode=&package=0&setpc=0&r=16678598583826,컴투유,https://img.danawa.com/cmpny_info/images/PO20D_logo.gif,4.5,4,EVGA ( 제조사 웹사이트 바로가기),정격파워 650W 이상
