product_id,product_name,product_image,product_price,shop_link,shop_name,shop_logo,review_score,review_score_count,company_name,ssd_capacity,ssd_type
11283033,키오시아 EXCERIA M.2 NVMe (500GB),https://img.danawa.com/prod_img/500000/033/283/img/11283033_1.jpg?shrink=330:330&_v=20200513165634,62500,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11283033&cmpnyc=TV317C&safe_trade=4&fee_type=N&link_pcode=6424622225&package=0&setpc=0&r=16678693147137,컴퓨터몰,,4.8,134,키오시아 ( 제조사 웹사이트 바로가기),500GB,
13761623,삼성전자 PM991 M.2 NVMe 벌크 (128GB),https://img.danawa.com/prod_img/500000/623/761/img/13761623_1.jpg?shrink=330:330&_v=20220919145722,14460,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=13761623&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3515329151&package=0&setpc=0&r=16678711534404,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,159,삼성전자 ( 제조사 웹사이트 바로가기),128GB,
13190519,삼성전자 870 EVO (500GB),https://img.danawa.com/prod_img/500000/519/190/img/13190519_1.jpg?shrink=330:330&_v=20210804095106,63880,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13190519&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3296814550&package=0&setpc=0&r=16678691035803,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,2184,삼성전자 ( 제조사 웹사이트 바로가기),500GB,DDR4 512MB
10528728,삼성전자 PM981a M.2 NVMe 벌크 (256GB),https://img.danawa.com/prod_img/500000/728/528/img/10528728_1.jpg?shrink=330:330&_v=20210107095150,38060,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=10528728&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C425204400&package=0&setpc=0&r=16678710756164,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,891,삼성전자,256GB,
7136755,삼성전자 970 EVO Plus M.2 NVMe (500GB),https://img.danawa.com/prod_img/500000/755/136/img/7136755_1.jpg?shrink=330:330&_v=20220830162049,82610,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=7136755&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2437789492&package=0&setpc=0&r=16678692621490,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,2084,삼성전자,500GB,DDR4 512MB
13023794,PNY CS900 제이씨현 (120GB),https://img.danawa.com/prod_img/500000/794/023/img/13023794_1.jpg?shrink=330:330&_v=20210521123413,18240,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13023794&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2604172157&package=0&setpc=0&r=16678695689649,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,329,PNY ( 제조사 웹사이트 바로가기),120GB,
6095784,삼성전자 970 EVO M.2 NVMe (500GB),https://img.danawa.com/prod_img/500000/784/095/img/6095784_1.jpg?shrink=330:330&_v=20201016110152,102000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6095784&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P1683604731&package=0&setpc=0&r=16678714967318,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.8,1846,삼성전자,500GB,DDR4 512MB
6429569,마이크론 Crucial BX500 대원씨티에스 (240GB),https://img.danawa.com/prod_img/500000/569/429/img/6429569_1.jpg?shrink=330:330&_v=20220712095826,37480,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6429569&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C633274133&package=0&setpc=0&r=16678697267876,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,845,마이크론 Crucial,240GB,
9966378,삼성전자 PM981a M.2 NVMe 병행수입 (512GB),https://img.danawa.com/prod_img/500000/378/966/img/9966378_1.jpg?shrink=330:330&_v=20210107095032,105000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=9966378&cmpnyc=TS7119&safe_trade=4&fee_type=N&link_pcode=5306452605&package=0&setpc=0&r=16678710857589,지니어스피씨,,4.8,1484,삼성전자,512GB,
9966492,삼성전자 PM981a M.2 NVMe 병행수입 (1TB),https://img.danawa.com/prod_img/500000/492/966/img/9966492_1.jpg?shrink=330:330&_v=20210107094902,123220,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=9966492&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2700950158&package=0&setpc=0&r=16678710814428,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,925,삼성전자,1TB,
7136788,삼성전자 970 EVO Plus M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/788/136/img/7136788_1.jpg?shrink=330:330&_v=20220830162012,149780,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=7136788&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B691695083&package=0&setpc=0&r=16678692578482,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,1090,삼성전자,1TB,DDR4 1GB
12660173,Western Digital WD BLACK SN850 M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/173/660/img/12660173_1.jpg?shrink=330:330&_v=20220928141804,178000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12660173&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5565681503&package=0&setpc=0&r=16678694842160,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.9,74,Western Digital ( 제조사 웹사이트 바로가기),1TB,
5734544,마이크론 Crucial MX500 대원씨티에스 (1TB),https://img.danawa.com/prod_img/500000/544/734/img/5734544_1.jpg?shrink=330:330&_v=20220830161720,105620,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5734544&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C607948632&package=0&setpc=0&r=16678692047443,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,1005,마이크론 Crucial,1TB,
8781896,리뷰안 NVMe M.2 PCIe 어댑터 (EX2M2) (SSD미포함),https://img.danawa.com/prod_img/500000/896/781/img/8781896_1.jpg?shrink=330:330&_v=20210223174820,16890,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32625&cate4=0&pcode=8781896&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2489574787&package=0&setpc=0&r=16678716138998,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.6,117,리뷰안 ( 제조사 웹사이트 바로가기),,
7807294,리뷰안 NVMe M.2 PCIe 어댑터 (RT-PCI4M110) (SSD미포함),https://img.danawa.com/prod_img/500000/294/807/img/7807294_1.jpg?shrink=330:330&_v=20210223174917,16890,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32625&cate4=0&pcode=7807294&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=1831960044&package=0&setpc=0&r=16678724001711,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.4,34,리뷰안 ( 제조사 웹사이트 바로가기),,
13562714,삼성전자 980 M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/714/562/img/13562714_1.jpg?shrink=330:330&_v=20210512113015,113900,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13562714&cmpnyc=TN920&safe_trade=4&fee_type=T&link_pcode=13984669578&package=0&setpc=0&r=16678691117436,티몬,https://img.danawa.com/cmpny_info/images/TN920_logo.gif,4.8,792,삼성전자 ( 제조사 웹사이트 바로가기),1TB,
10120467,Western Digital WD BLUE SN550 M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/467/120/img/10120467_1.jpg?shrink=330:330&_v=20210903180024,131700,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=10120467&cmpnyc=PO30C&safe_trade=4&fee_type=A&link_pcode=118413&package=0&setpc=0&r=16678697914568,피시포올,https://img.danawa.com/cmpny_info/images/PO30C_logo.gif,4.8,305,Western Digital ( 제조사 웹사이트 바로가기),1TB,
12961841,Sandisk ULTRA M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/841/961/img/12961841_1.jpg?shrink=330:330&_v=20201228132722,140050,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12961841&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3478204949&package=0&setpc=0&r=16678720202247,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,416,Sandisk ( 제조사 웹사이트 바로가기),1TB,
4832566,BIOSTAR S100 Series (120GB),https://img.danawa.com/prod_img/500000/566/832/img/4832566_1.jpg?shrink=330:330&_v=20201016110557,24270,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=4832566&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2164968417&package=0&setpc=0&r=16678694634475,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,381,BIOSTAR,120GB,
11708717,타무즈 GK300 (64GB),https://img.danawa.com/prod_img/500000/717/708/img/11708717_1.jpg?shrink=330:330&_v=20220527134533,18650,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11708717&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4808275855&package=0&setpc=0&r=16678693901305,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.6,29,타무즈 ( 제조사 웹사이트 바로가기),64GB,
5834210,삼성전자 860 EVO (500GB),https://img.danawa.com/prod_img/500000/210/834/img/5834210_1.jpg?shrink=330:330&_v=20201016110203,75550,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5834210&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4120228899&package=0&setpc=0&r=16678709945076,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,4393,삼성전자,500GB,DDR4 512MB
5579649,Western Digital WD Blue 3D SSD (500GB),https://img.danawa.com/prod_img/500000/649/579/img/5579649_1.jpg?shrink=330:330&_v=20201016110226,65010,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5579649&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P1736348839&package=0&setpc=0&r=16678695853908,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.7,1122,Western Digital WD,500GB,
11097639,마이크론 Crucial P2 M.2 NVMe 대원씨티에스 (500GB),https://img.danawa.com/prod_img/500000/639/097/img/11097639_1.jpg?shrink=330:330&_v=20220712095826,57860,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11097639&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2085727596&package=0&setpc=0&r=16678692894630,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,94,마이크론 ( 제조사 웹사이트 바로가기),500GB,
13293902,삼성전자 PM9A1 M.2 NVMe 병행수입 (256GB),https://img.danawa.com/prod_img/500000/902/293/img/13293902_1.jpg?shrink=330:330&_v=20220927151450,37480,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=13293902&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2233187064&package=0&setpc=0&r=16678691689881,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,79,삼성전자 ( 제조사 웹사이트 바로가기),256GB,
5791861,마이크론 Crucial MX500 대원씨티에스 (250GB),https://img.danawa.com/prod_img/500000/861/791/img/5791861_1.jpg?shrink=330:330&_v=20220830161756,44480,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5791861&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2276540614&package=0&setpc=0&r=16678692148900,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,1786,마이크론 Crucial,250GB,
14958056,SK하이닉스 BC711 M.2 NVMe 벌크 (256GB),https://img.danawa.com/prod_img/500000/056/958/img/14958056_1.jpg?shrink=330:330&_v=20210809165711,31410,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=14958056&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C552296928&package=0&setpc=0&r=16678710644119,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,193,SK하이닉스 ( 제조사 웹사이트 바로가기),256GB,
11692385,마이크론 Crucial P5 M.2 NVMe 대원씨티에스 (500GB),https://img.danawa.com/prod_img/500000/385/692/img/11692385_1.jpg?shrink=330:330&_v=20220712095826,88500,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11692385&cmpnyc=TN118&safe_trade=4&fee_type=T&link_pcode=1000289117442&package=0&setpc=0&r=16678696043337,SSG.COM,https://img.danawa.com/cmpny_info/images/TN118_logo.gif,5.0,8,마이크론 ( 제조사 웹사이트 바로가기),500GB,
5781820,마이크론 Crucial MX500 아스크텍 (1TB),https://img.danawa.com/prod_img/500000/820/781/img/5781820_1.jpg?shrink=330:330&_v=20210805093708,109000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5781820&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C283692337&package=0&setpc=0&r=16678710419684,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,1668,마이크론 Crucial,1TB,
9998208,삼성전자 PM981a M.2 NVMe 병행수입 (256GB),https://img.danawa.com/prod_img/500000/208/998/img/9998208_1.jpg?shrink=330:330&_v=20210107095137,41220,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=9998208&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2854431043&package=0&setpc=0&r=16678710893146,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,363,삼성전자,256GB,
17001050,SK하이닉스 Platinum P41 M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/050/001/img/17001050_1.jpg?shrink=330:330&_v=20221017171017,210000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=17001050&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2446734147&package=0&setpc=0&r=16678690827237,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.9,647,SK하이닉스 ( 제조사 웹사이트 바로가기),1TB,확인요망
5834197,삼성전자 860 EVO (250GB),https://img.danawa.com/prod_img/500000/197/834/img/5834197_1.jpg?shrink=330:330&_v=20201016110306,54710,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5834197&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2345769404&package=0&setpc=0&r=16678709999000,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,8962,삼성전자,250GB,DDR4 512MB
10182867,리뷰안 900G BLUE 벌크 (240GB),https://img.danawa.com/prod_img/500000/867/182/img/10182867_1.jpg?shrink=330:330&_v=20191218160614,32900,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=59330&cate4=0&pcode=10182867&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2596084340&package=0&setpc=0&r=16678721957722,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,184,리뷰안,240GB,
13168247,SK하이닉스 Gold S31 (500GB),https://img.danawa.com/prod_img/500000/247/168/img/13168247_1.jpg?shrink=330:330&_v=20210323152005,93080,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13168247&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=8025779451&package=0&setpc=0&r=16678698903203,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.7,541,SK하이닉스 ( 제조사 웹사이트 바로가기),500GB,DDR3
7395145,Western Digital WD BLACK SN750 M.2 NVMe (500GB),https://img.danawa.com/prod_img/500000/145/395/img/7395145_1.jpg?shrink=330:330&_v=20201016130057,114000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=7395145&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3163583597&package=0&setpc=0&r=16678702747224,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,134,Western Digital ( 제조사 웹사이트 바로가기),500GB,
1510996,이지넷유비쿼터스 USB 3.0 to SATA 확장 어댑터 (NEXT-318U3),https://img.danawa.com/prod_img/500000/996/510/img/1510996_1.jpg?shrink=330:330&_v=20200316103452,18400,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32625&cate4=0&pcode=1510996&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=A579284854&package=0&setpc=0&r=16678712256939,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,325,이지넷유비쿼터스,,
6095758,삼성전자 970 EVO M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/758/095/img/6095758_1.jpg?shrink=330:330&_v=20201016110623,168300,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PL553&productSeq=6095758&serviceId=blog&marketPlaceSeq=33,㈜한마음아이티,https://img.danawa.com/cmpny_info/images/PL553_logo.gif,4.8,554,삼성전자,1TB,DDR4 1GB
12338942,삼성전자 980 PRO M.2 NVMe (500GB),https://img.danawa.com/prod_img/500000/942/338/img/12338942_1.jpg?shrink=330:330&_v=20210409081706,124240,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12338942&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3563331332&package=0&setpc=0&r=16678691829945,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,248,삼성전자,500GB,DDR4 512MB
13190573,삼성전자 870 EVO (1TB),https://img.danawa.com/prod_img/500000/573/190/img/13190573_1.jpg?shrink=330:330&_v=20210120173048,126420,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13190573&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4675906601&package=0&setpc=0&r=16678690982731,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,799,삼성전자 ( 제조사 웹사이트 바로가기),1TB,DDR4 1GB
5781886,마이크론 Crucial MX500 아스크텍 (250GB),https://img.danawa.com/prod_img/500000/886/781/img/5781886_1.jpg?shrink=330:330&_v=20201016110427,44990,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5781886&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3031260717&package=0&setpc=0&r=16678710512738,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,1089,마이크론 Crucial,250GB,
8034664,삼성전자 970 EVO Plus M.2 NVMe (2TB),https://img.danawa.com/prod_img/500000/664/034/img/8034664_1.jpg?shrink=330:330&_v=20220830162003,278000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=8034664&cmpnyc=TN920&safe_trade=4&fee_type=T&link_pcode=14637974106&package=0&setpc=0&r=16678692525336,티몬,https://img.danawa.com/cmpny_info/images/TN920_logo.gif,4.7,193,삼성전자,2TB,DDR4 2GB
14803520,Seagate 파이어쿠다 530 M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/520/803/img/14803520_1.jpg?shrink=330:330&_v=20221012132654,207910,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=14803520&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2612963460&package=0&setpc=0&r=16678692455484,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,273,Seagate ( 제조사 웹사이트 바로가기),1TB,DDR4
6856051,ADATA XPG SX8200 Pro M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/051/856/img/6856051_1.jpg?shrink=330:330&_v=20201016130807,136640,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6856051&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5543915391&package=0&setpc=0&r=16678700647297,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.7,108,ADATA ( 제조사 웹사이트 바로가기),1TB,
7395157,Western Digital WD BLACK SN750 M.2 NVMe (1TB),https://img.danawa.com/prod_img/500000/157/395/img/7395157_1.jpg?shrink=330:330&_v=20201016110754,182000,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PSC0E&productSeq=7395157&serviceId=blog&marketPlaceSeq=33,에스제이시스템,https://img.danawa.com/cmpny_info/images/PSC0E_logo.gif,4.8,54,Western Digital ( 제조사 웹사이트 바로가기),1TB,
