product_id,product_name,product_image,product_price,shop_link,shop_name,shop_logo,review_score,review_score_count,company_name,cooling_type,cooler_height,cooler_tdp,cooler_fan_size
10270311,쿨러마스터 HYPER H410R (RGB),https://img.danawa.com/prod_img/500000/311/270/img/10270311_1.jpg?shrink=330:330&_v=20220929095348,31040,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=10270311&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5565669011&package=0&setpc=0&r=16678834826140,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,1.0,1,쿨러마스터 ( 제조사 웹사이트 바로가기),공랭,높이 136mm,,92mm
15609911,MSI MEG 코어리퀴드 S280,https://img.danawa.com/prod_img/500000/911/609/img/15609911_1.jpg?shrink=330:330&_v=20220630125822,288850,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=15609911&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5565695099&package=0&setpc=0&r=16678826484546,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,5.0,1,MSI ( 제조사 웹사이트 바로가기),수랭,,,140mm x2
15577103,CORSAIR iCUE H150i ELITE LCD,https://img.danawa.com/prod_img/500000/103/577/img/15577103_1.jpg?shrink=330:330&_v=20220926170755,418000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=15577103&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2299968540&package=0&setpc=0&r=16678819886589,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.6,5,CORSAIR ( 제조사 웹사이트 바로가기),수랭,,,120mm x3
13845749,COUGAR AQUA ARGB 240,https://img.danawa.com/prod_img/500000/749/845/img/13845749_1.jpg?shrink=330:330&_v=20220707165807,95210,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=13845749&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5565687099&package=0&setpc=0&r=16678900363147,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,5.0,1,COUGAR ( 제조사 웹사이트 바로가기),수랭,,,120mm x2
15991013,ARCTIC Liquid Freezer II 360 A-RGB 피씨디렉트,https://img.danawa.com/prod_img/500000/013/991/img/15991013_1.jpg?shrink=330:330&_v=20220630132009,161500,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=15991013&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1942253602&package=0&setpc=0&r=16678824039229,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,5.0,1,ARCTIC ( 제조사 웹사이트 바로가기),수랭,,,120mm x3
8176213,GIGABYTE AORUS ATC800,https://img.danawa.com/prod_img/500000/213/176/img/8176213_1.jpg?shrink=330:330&_v=20220330171342,192250,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=8176213&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P5196563491&package=0&setpc=0&r=16678871478285,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.7,18,GIGABYTE ( 제조사 웹사이트 바로가기),공랭,163.3mm,TDP 200W,120mm
14177660,앱코 NCORE L240 RGB (화이트),https://img.danawa.com/prod_img/500000/660/177/img/14177660_1.jpg?shrink=330:330&_v=20220707163407,64000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=14177660&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P5523629805&package=0&setpc=0&r=16678849018294,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,6,앱코 ( 제조사 웹사이트 바로가기),수랭,,250W,120mm x2
8052448,이엠텍 레드빗 TURBO JET FAN 120E (2PACK/Controller),https://img.danawa.com/prod_img/500000/448/052/img/8052448_1.jpg?shrink=330:330&_v=20200827130856,32000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13665&cate4=0&pcode=8052448&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1597161418&package=0&setpc=0&r=16678879891321,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.1,10,이엠텍 ( 제조사 웹사이트 바로가기),,,,
8300856,DEEPCOOL GAMER STORM CASTLE 240 RGB V2,https://img.danawa.com/prod_img/500000/856/300/img/8300856_1.jpg?shrink=330:330&_v=20210720145934,97790,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=8300856&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=1649365448&package=0&setpc=0&r=16678824497211,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,39,DEEPCOOL ( 제조사 웹사이트 바로가기),수랭,,,120mm
9828411,앱코 SUITMASTER 자이로스 X211 RGB,https://img.danawa.com/prod_img/500000/411/828/img/9828411_1.jpg?shrink=330:330&_v=20200220155828,33000,https://prod.danawa.com/bridge/loadingBridge.html?cate1=862&cate2=887&cate3=13663&cate4=0&pcode=9828411&cmpnyc=TT62AC&safe_trade=4&fee_type=N&link_pcode=5006199963&package=0&setpc=0&r=16678877124409,아프리카PC,,4.5,41,앱코 ( 제조사 웹사이트 바로가기),공랭,158mm,170W,120mm
10349040,ID-COOLING ZOOMFLOW X 360 SNOW,https://img.danawa.com/prod_img/500000/040/349/img/10349040_1.jpg?shrink=330:330&_v=20220929151740,129350,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PS81A&productSeq=10349040&serviceId=blog&marketPlaceSeq=33,요피씨,https://img.danawa.com/cmpny_info/images/PS81A_logo.gif,5.0,1,ID-COOLING ( 제조사 웹사이트 바로가기),수랭,,350W,120mm x3
