,id,name,등록년월,image,price,shop_link,shop_name,shop_logo,score,mall_review,제조회사,기본 사양CPU 소켓,메모리메모리 종류,review_size,review_mean,review_count,final_score,Test,Rank
0,12276353,GIGABYTE B550M AORUS PRO-P 피씨디렉트,2020년 09월,https://img.danawa.com/prod_img/500000/353/276/img/12276353_1.jpg?shrink=330:330&_v=20210730161022,290550.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=12276353&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P2238279181&package=0&setpc=0&r=16678657883715,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,(140),GIGABYTE ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,1057,-0.06,1197,25.881707414148117,15.02464291860265,1
1,7452148,ASUS EX A320M-GAMING 대원씨티에스,2018년 04월,https://img.danawa.com/prod_img/500000/148/452/img/7452148_1.jpg?shrink=330:330&_v=20220712091917,138110.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=7452148&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1856330998&package=0&setpc=0&r=16678635136814,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.7,(782),ASUS EX,AMD(소켓AM4),DDR4,208,0.05,990,23.91916233823934,6.138643110564043,2
2,13289171,ASRock B560M PRO4 에즈윈,2021년 02월,https://img.danawa.com/prod_img/500000/171/289/img/13289171_1.jpg?shrink=330:330&_v=20210902153729,105620.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13289171&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5042979743&package=0&setpc=0&r=16678644363392,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.5,(65),ASRock ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,155,0.11,220,18.42639515792077,5.96108691535694,3
3,6948952,ASRock A320M-HDV R4.0 에즈윈,2018년 12월,https://img.danawa.com/prod_img/500000/952/948/img/6948952_1.jpg?shrink=330:330&_v=20220531124918,139470.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=6948952&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P1634824311&package=0&setpc=0&r=16678663728146,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.7,(147),ASRock ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,142,-0.37,289,19.095864022768477,4.231390263139026,4
4,11578325,MSI MAG B550M 박격포 WiFi,2020년 06월,https://img.danawa.com/prod_img/500000/325/578/img/11578325_1.jpg?shrink=330:330&_v=20220902092758,264000.0,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PH908&productSeq=11578325&serviceId=blog&marketPlaceSeq=33,㈜디씨나라,https://img.danawa.com/cmpny_info/images/PH908_logo.gif,4.7,(262),MSI ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,239,0.05,501,20.27857438814039,3.7117424242424244,5
5,7741678,ASUS TUF B450M-PRO GAMING STCOM,2019년 04월,https://img.danawa.com/prod_img/500000/678/741/img/7741678_1.jpg?shrink=330:330&_v=20210820124435,202690.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=7741678&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P1637355092&package=0&setpc=0&r=16678644968389,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.6,(881),ASUS ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,173,-0.16,1054,25.50485880866121,3.4806551877250973,6
6,16103348,GIGABYTE B660M DS3H D4 피씨디렉트,2022년 01월,https://img.danawa.com/prod_img/500000/348/103/img/16103348_1.jpg?shrink=330:330&_v=20220106140103,143190.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16103348&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4066621895&package=0&setpc=0&r=16678630142451,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(176),GIGABYTE ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,122,-0.02,298,21.921691330052685,3.454068021509882,7
7,11571368,ASUS TUF Gaming B550M-PLUS STCOM,2020년 06월,https://img.danawa.com/prod_img/500000/368/571/img/11571368_1.jpg?shrink=330:330&_v=20221026094017,195000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=11571368&cmpnyc=TU60B&safe_trade=4&fee_type=N&link_pcode=6395700818&package=0&setpc=0&r=16678630525934,STCOM,,4.6,(152),ASUS ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,164,-0.01,316,19.14306651274984,3.448205128205128,8
8,11591798,MSI MPG B550 게이밍 엣지 WiFi,2020년 06월,https://img.danawa.com/prod_img/500000/798/591/img/11591798_1.jpg?shrink=330:330&_v=20210730125248,266680.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=11591798&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1474070726&package=0&setpc=0&r=16678650423851,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.8,(82),MSI ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,191,0.1,273,17.077353110826802,2.9364781760911955,9
9,16084070,ASUS PRIME B660M-K D4 인텍앤컴퍼니,2022년 01월,https://img.danawa.com/prod_img/500000/070/084/img/16084070_1.jpg?shrink=330:330&_v=20220325142040,156000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16084070&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2449073399&package=0&setpc=0&r=16678630604165,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,(259),ASUS ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,107,0.03,366,15.763339084397884,2.780628205128205,10
10,13425908,ASRock B560M 스틸레전드 에즈윈,2021년 02월,https://img.danawa.com/prod_img/500000/908/425/img/13425908_1.jpg?shrink=330:330&_v=20210902155701,100990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13425908&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4806622075&package=0&setpc=0&r=16678645672617,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.2,(8),ASRock ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,67,-0.06,75,20.59700996062749,2.6948608773145857,11
11,13418717,ASRock B560M PRO4 디앤디컴,2021년 02월,https://img.danawa.com/prod_img/500000/717/418/img/13418717_1.jpg?shrink=330:330&_v=20210902153727,108140.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13418717&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4673198131&package=0&setpc=0&r=16678649754921,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.6,(45),ASRock ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,66,0.02,111,17.95541493360444,2.4791196597003884,12
12,16102010,GIGABYTE B660M DS3H D4 제이씨현,2022년 01월,https://img.danawa.com/prod_img/500000/010/102/img/16102010_1.jpg?shrink=330:330&_v=20220426135019,148740.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16102010&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4066235744&package=0&setpc=0&r=16678641713286,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(81),GIGABYTE ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,90,0.07,171,13.550776825787828,2.4530052440500203,13
13,16089554,ASRock B660M Pro RS D4 에즈윈,2022년 01월,https://img.danawa.com/prod_img/500000/554/089/img/16089554_1.jpg?shrink=330:330&_v=20220105153953,158950.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16089554&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4808281181&package=0&setpc=0&r=16678630299212,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(44),ASRock ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,96,-0.07,140,19.108055031520568,2.448468071720667,14
14,13289012,ASRock B560 PRO4 에즈윈,2021년 02월,https://img.danawa.com/prod_img/500000/012/289/img/13289012_1.jpg?shrink=330:330&_v=20210902155545,142300.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13289012&cmpnyc=PP402&safe_trade=4&fee_type=A&link_pcode=13289012&package=0&setpc=0&r=16678650901589,아이티엔조이,https://img.danawa.com/cmpny_info/images/PP402_logo.gif,5.0,(7),ASRock ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,82,0.06,89,16.32640490767885,2.3407167955024595,15
15,16094585,ASRock B660M Pro RS D4 디앤디컴,2022년 01월,https://img.danawa.com/prod_img/500000/585/094/img/16094585_1.jpg?shrink=330:330&_v=20220512095451,150690.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16094585&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4077533748&package=0&setpc=0&r=16678637411500,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(38),ASRock ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,87,-0.03,125,20.48580660967938,2.340553454111089,16
16,11934316,ASUS ROG STRIX B550-A GAMING 대원씨티에스,2020년 07월,https://img.danawa.com/prod_img/500000/316/934/img/11934316_1.jpg?shrink=330:330&_v=20220712091916,212890.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=11934316&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3457421899&package=0&setpc=0&r=16678631173915,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(49),ASUS ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,119,0.08,168,14.051220364203234,2.297383625346423,17
17,10140399,GIGABYTE B450M AORUS ELITE 피씨디렉트,2019년 12월,https://img.danawa.com/prod_img/500000/399/140/img/10140399_1.jpg?shrink=330:330&_v=20200715132114,101690.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=10140399&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2017747547&package=0&setpc=0&r=16678637954690,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(177),GIGABYTE ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,54,-0.19,231,17.15675158376159,2.2080047202281445,18
18,6122300,BIOSTAR A320MH 이엠텍,2018년 05월,https://img.danawa.com/prod_img/500000/300/122/img/6122300_1.jpg?shrink=330:330&_v=20210819133123,69750.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=6122300&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1510167576&package=0&setpc=0&r=16678640991944,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.7,(381),BIOSTAR,AMD(소켓AM4),DDR4,37,-0.14,418,16.37888349939647,2.1674838709677418,19
19,11578097,MSI MAG B550M 박격포,2020년 06월,https://img.danawa.com/prod_img/500000/097/578/img/11578097_1.jpg?shrink=330:330&_v=20220623161927,350000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=11578097&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P6700661895&package=0&setpc=0&r=16678635708001,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.7,(142),MSI ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,173,0.13,315,16.77980105298698,2.0265714285714287,20
20,11574458,ASUS PRIME B550M-A 대원씨티에스,2020년 06월,https://img.danawa.com/prod_img/500000/458/574/img/11574458_1.jpg?shrink=330:330&_v=20220712091917,158990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=11574458&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2080025134&package=0&setpc=0&r=16678630221923,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(99),ASUS ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,70,0.0,169,16.39073895526469,1.8051449776715516,21
21,13506266,ASUS PRIME B560M-A 코잇,2021년 03월,https://img.danawa.com/prod_img/500000/266/506/img/13506266_1.jpg?shrink=330:330&_v=20220929154136,95140.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13506266&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3423674063&package=0&setpc=0&r=16678634062437,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(132),ASUS ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,37,-0.08,169,16.21613805256332,1.5836031112045408,22
22,6352473,ASRock B450M PRO4 에즈윈,2018년 07월,https://img.danawa.com/prod_img/500000/473/352/img/6352473_1.jpg?shrink=330:330&_v=20210215163708,135000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=6352473&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1444774990&package=0&setpc=0&r=16678653676727,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.5,(339),ASRock,AMD(소켓AM4),DDR4,52,0.0,391,18.2398396152252,1.5815703703703703,23
23,11572991,ASRock B550M PRO4 에즈윈,2020년 06월,https://img.danawa.com/prod_img/500000/991/572/img/11572991_1.jpg?shrink=330:330&_v=20210730152050,154000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=11572991&cmpnyc=PO30C&safe_trade=4&fee_type=A&link_pcode=106345&package=0&setpc=0&r=16678630951750,피시포올,https://img.danawa.com/cmpny_info/images/PO30C_logo.gif,4.7,(33),ASRock ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,59,-0.03,92,20.598863054465795,1.5707792207792208,24
24,11574341,ASUS TUF Gaming B550-PLUS 대원씨티에스,2020년 06월,https://img.danawa.com/prod_img/500000/341/574/img/11574341_1.jpg?shrink=330:330&_v=20220712091917,265310.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=11574341&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2594220073&package=0&setpc=0&r=16678644198782,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,(221),ASUS ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,100,0.13,321,22.751357622162505,1.5453620293241868,25
25,11408364,ASUS PRIME H410M-K 인텍앤컴퍼니,2020년 05월,https://img.danawa.com/prod_img/500000/364/408/img/11408364_1.jpg?shrink=330:330&_v=20210311110545,85120.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=11408364&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4635878553&package=0&setpc=0&r=16678635808686,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(113),ASUS ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,32,-0.16,145,14.132475369741924,1.537593984962406,26
26,16168394,GIGABYTE B660M GAMING X D4 제이씨현,2022년 01월,https://img.danawa.com/prod_img/500000/394/168/img/16168394_1.jpg?shrink=330:330&_v=20220125135105,176880.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16168394&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4147944861&package=0&setpc=0&r=16678638588960,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(36),GIGABYTE ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,66,-0.02,102,19.705900056855185,1.5126865671641792,27
27,16083650,ASUS PRIME H610M-K D4 인텍앤컴퍼니,2022년 01월,https://img.danawa.com/prod_img/500000/650/083/img/16083650_1.jpg?shrink=330:330&_v=20220711140908,115630.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16083650&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C568006666&package=0&setpc=0&r=16678631034441,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,(71),ASUS ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,43,0.16,114,16.668372678132137,1.5075845368848915,28
28,16089002,MSI MAG B660M 박격포 DDR4,2022년 01월,https://img.danawa.com/prod_img/500000/002/089/img/16089002_1.jpg?shrink=330:330&_v=20220615170910,218990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16089002&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4077536393&package=0&setpc=0&r=16678630372854,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.9,(56),MSI ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,81,0.07,137,16.16465917115279,1.4994931275400702,29
29,12067598,MSI A520M-A PRO,2020년 08월,https://img.danawa.com/prod_img/500000/598/067/img/12067598_1.jpg?shrink=330:330&_v=20210804165604,97210.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=12067598&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2641312046&package=0&setpc=0&r=16678633678736,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.5,(73),MSI ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,35,0.03,108,15.95131198801004,1.4833864828721326,30
30,11370792,ASUS TUF Gaming B460M-PLUS STCOM,2020년 05월,https://img.danawa.com/prod_img/500000/792/370/img/11370792_1.jpg?shrink=330:330&_v=20210819135933,131000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=11370792&cmpnyc=TV526&safe_trade=4&fee_type=N&link_pcode=6695706135&package=0&setpc=0&r=16678660613778,LKZONE,,4.5,(90),ASUS ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,47,-0.02,137,17.830959895431885,1.4674045801526718,31
31,12755786,GIGABYTE B550M AORUS PRO-P 제이씨현,2020년 11월,https://img.danawa.com/prod_img/500000/786/755/img/12755786_1.jpg?shrink=330:330&_v=20220215174717,401380.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=12755786&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=7800992544&package=0&setpc=0&r=16678669592800,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.8,(95),GIGABYTE ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,136,-0.06,231,11.991416320955828,1.4061487866859335,32
32,6051885,ASUS EX A320M-GAMING STCOM,2018년 04월,https://img.danawa.com/prod_img/500000/885/051/img/6051885_1.jpg?shrink=330:330&_v=20200429162635,144000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=6051885&cmpnyc=EE309&safe_trade=4&fee_type=T&link_pcode=LO1878480392&package=0&setpc=0&r=16678644874798,롯데ON,https://img.danawa.com/cmpny_info/images/EE309_logo.gif,4.6,(374),ASUS EX,AMD(소켓AM4),DDR4,46,-0.09,420,18.09977104306269,1.3020555555555555,33
33,14005334,ASUS PRIME H510M-K 인텍앤컴퍼니,2021년 04월,https://img.danawa.com/prod_img/500000/334/005/img/14005334_1.jpg?shrink=330:330&_v=20220808144951,87370.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=14005334&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4947184333&package=0&setpc=0&r=16678638651107,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(177),ASUS ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,27,-0.07,204,11.746773334222302,1.261462744649193,34
34,5997948,GIGABYTE GA-A320M-S2H 듀러블에디션 피씨디렉트,2018년 03월,https://img.danawa.com/prod_img/500000/948/997/img/5997948_1.jpg?shrink=330:330&_v=20180326142554,84150.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=5997948&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=7126927352&package=0&setpc=0&r=16678654609085,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.8,(212),GIGABYTE,AMD(소켓AM4),DDR4,25,-0.12,237,15.799712302794727,1.207961972667855,35
35,13601942,ASRock B560M 스틸레전드 디앤디컴,2021년 03월,https://img.danawa.com/prod_img/500000/942/601/img/13601942_1.jpg?shrink=330:330&_v=20210902155708,104570.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13601942&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4703026399&package=0&setpc=0&r=16678648019094,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(5),ASRock ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,29,0.03,34,10.865105846480487,1.1292722578177297,36
36,12048893,ASUS ROG STRIX B550-A GAMING STCOM,2020년 08월,https://img.danawa.com/prod_img/500000/893/048/img/12048893_1.jpg?shrink=330:330&_v=20220513142215,237990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=12048893&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C680694209&package=0&setpc=0&r=16678647703847,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.5,(19),ASUS ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,65,0.02,84,14.669530048080077,1.1252573637547796,37
37,13760447,MSI MAG B560M 박격포,2021년 03월,https://img.danawa.com/prod_img/500000/447/760/img/13760447_1.jpg?shrink=330:330&_v=20220608135632,119500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13760447&cmpnyc=PV606&safe_trade=4&fee_type=A&link_pcode=133679&package=0&setpc=0&r=16678637498297,초이스컴,https://img.danawa.com/cmpny_info/images/PV606_logo.gif,4.8,(22),MSI ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,33,0.06,55,14.08117059745908,1.1244853556485355,38
38,16088780,MSI MAG B660M 박격포 WIFI DDR4,2022년 01월,https://img.danawa.com/prod_img/500000/780/088/img/16088780_1.jpg?shrink=330:330&_v=20221026093406,237360.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16088780&cmpnyc=PV606&safe_trade=4&fee_type=A&link_pcode=145055&package=0&setpc=0&r=16678632191207,초이스컴,https://img.danawa.com/cmpny_info/images/PV606_logo.gif,4.9,(59),MSI ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,64,-0.03,123,20.30588061936973,1.0930906639703404,39
39,12464213,ASRock B550M Phantom Gaming 4 에즈윈,2020년 10월,https://img.danawa.com/prod_img/500000/213/464/img/12464213_1.jpg?shrink=330:330&_v=20210730152158,149000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=12464213&cmpnyc=PV606&safe_trade=4&fee_type=A&link_pcode=126750&package=0&setpc=0&r=16678639534040,초이스컴,https://img.danawa.com/cmpny_info/images/PV606_logo.gif,4.5,(33),ASRock ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,39,-0.08,72,16.06931910518384,1.0836241610738255,40
40,16963088,GIGABYTE B660M AORUS ELITE D4 피씨디렉트,2022년 05월,https://img.danawa.com/prod_img/500000/088/963/img/16963088_1.jpg?shrink=330:330&_v=20220502154445,182940.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=16963088&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4443957091&package=0&setpc=0&r=16678636246929,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(19),GIGABYTE ( 제조사 웹사이트 바로가기),인텔(소켓1700),DDR4,45,0.02,64,14.847675602686168,1.0070514922925549,41
41,9500100,MSI MPG X470 게이밍 플러스 맥스,2019년 09월,https://img.danawa.com/prod_img/500000/100/500/img/9500100_1.jpg?shrink=330:330&_v=20210125155429,171600.0,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PIC34&productSeq=9500100&serviceId=blog&marketPlaceSeq=33,(주)시스텍,https://img.danawa.com/cmpny_info/images/PIC34_logo.gif,4.7,(128),MSI ( 제조사 웹사이트 바로가기),AMD(소켓AM4),DDR4,41,-0.07,169,17.258603163932666,0.9862937062937063,42
42,5760122,GIGABYTE GA-A320M-S2H 듀러블에디션 제이씨현,2017년 12월,https://img.danawa.com/prod_img/500000/122/760/img/5760122_1.jpg?shrink=330:330&_v=20191106150604,84150.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=969&cate4=0&pcode=5760122&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=7126928019&package=0&setpc=0&r=16678642129692,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.8,(173),GIGABYTE,AMD(소켓AM4),DDR4,19,0.11,192,10.37696753501413,0.9379203802733215,43
43,13628021,MSI H510M-A PRO,2021년 03월,https://img.danawa.com/prod_img/500000/021/628/img/13628021_1.jpg?shrink=330:330&_v=20211111100704,87000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=13628021&cmpnyc=TV317C&safe_trade=4&fee_type=N&link_pcode=6804902767&package=0&setpc=0&r=16678649928174,컴퓨터몰,,4.8,(45),MSI ( 제조사 웹사이트 바로가기),인텔(소켓1200),DDR4,20,0.05,65,15.327246577295478,0.9360919540229885,44
44,7129243,COLORFUL H310M-E PRO V20 STCOM,2019년 01월,https://img.danawa.com/prod_img/500000/243/129/img/7129243_1.jpg?shrink=330:330&_v=20200427124412,52640.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=875&cate3=968&cate4=0&pcode=7129243&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2523731360&package=0&setpc=0&r=16678635942169,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(73),COLORFUL ( 제조사 웹사이트 바로가기),인텔(소켓1151v2),DDR4,12,-0.5,85,21.507236369025225,0.9227963525835866,45
