,id,name,등록년월,image,price,shop_link,shop_name,shop_logo,score,mall_review,제조회사,정격출력,[커넥터]케이블연결,제품 분류,review_size,review_mean,review_count,final_score,Test,Rank
141,12397211,FSP HYPER K PRO 500W 80PLUS Standard 230V EU,2020년 10월,https://img.danawa.com/prod_img/500000/211/397/img/12397211_1.jpg?shrink=330:330&_v=20210106154220,51500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=12397211&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4852505034&package=0&setpc=0&r=16678778287035,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.5,(17),FSP ( 제조사 웹사이트 바로가기),500W,케이블일체형,ATX 파워,4,-0.25,21,14.633796274690503,0.32155339805825245,142
142,7179172,SuperFlower SF-500R12ST MEGA 80PLUS STANDARD 230V EU,2019년 02월,https://img.danawa.com/prod_img/500000/172/179/img/7179172_1.jpg?shrink=330:330&_v=20210108174558,50490.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=7179172&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5543916700&package=0&setpc=0&r=16678774601830,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.6,(9),SuperFlower ( 제조사 웹사이트 바로가기),500W,케이블일체형,ATX 파워,4,-0.25,13,13.105220384809051,0.32148940384234503,143
143,7870804,앱코 SUITMASTER AWESOME 500W 80PLUS Silver 230V EU,2019년 05월,https://img.danawa.com/prod_img/500000/804/870/img/7870804_1.jpg?shrink=330:330&_v=20210721164540,50900.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=7870804&cmpnyc=PV606&safe_trade=4&fee_type=A&link_pcode=92540&package=0&setpc=0&r=16678788111811,초이스컴,https://img.danawa.com/cmpny_info/images/PV606_logo.gif,4.9,(15),앱코 ( 제조사 웹사이트 바로가기),500W,케이블일체형,ATX 파워,4,0.0,19,12.752114636737495,0.3212573673870334,144
144,6348827,Antec HCG Extreme 1000W 80PLUS GOLD 풀모듈러,2018년 07월,https://img.danawa.com/prod_img/500000/827/348/img/6348827_1.jpg?shrink=330:330&_v=20220317130220,259400.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=6348827&cmpnyc=TN729&safe_trade=4&fee_type=T&link_pcode=1931348030_1931348030&package=0&setpc=0&r=16678778051941,위메프,https://img.danawa.com/cmpny_info/images/TN729_logo.gif,5.0,(15),Antec,1000W,풀모듈러,ATX 파워,20,-0.4,35,13.20279687383795,0.3165767154973015,145
145,7179316,SuperFlower SF-700R12ST MEGA 80PLUS STANDARD 230V EU,2019년 02월,https://img.danawa.com/prod_img/500000/316/179/img/7179316_1.jpg?shrink=330:330&_v=20210108174032,77500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=7179316&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B638674398&package=0&setpc=0&r=16678777878576,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,(7),SuperFlower ( 제조사 웹사이트 바로가기),700W,케이블일체형,ATX 파워,6,-0.17,13,18.46124322329004,0.31416774193548386,146
146,11226927,마이크로닉스 Classic II 600W 80PLUS 230V EU 화이트,2020년 05월,https://img.danawa.com/prod_img/500000/927/226/img/11226927_1.jpg?shrink=330:330&_v=20220118165706,66500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=11226927&cmpnyc=TS9A6&safe_trade=4&fee_type=N&link_pcode=5336363733&package=0&setpc=0&r=16678790527047,SCM스토어,,4.9,(35),마이크로닉스 ( 제조사 웹사이트 바로가기),600W,케이블일체형,ATX 파워,5,0.0,40,16.770038929545198,0.3075187969924812,147
147,7170880,시소닉 FOCUS SFX-L SSR-650SGX Gold Full Modular,2019년 01월,https://img.danawa.com/prod_img/500000/880/170/img/7170880_1.jpg?shrink=330:330&_v=20200916160858,159000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=998&cate4=0&pcode=7170880&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=6350787676&package=0&setpc=0&r=16678782611210,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.8,(5),시소닉 ( 제조사 웹사이트 바로가기),650W,풀모듈러,M-ATX(SFX) 파워,12,0.33,17,16.63762873923606,0.30550943396226415,148
148,9243210,SuperFlower SF-850F14HG LEADEX III GOLD,2019년 08월,https://img.danawa.com/prod_img/500000/210/243/img/9243210_1.jpg?shrink=330:330&_v=20211029132156,163990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=9243210&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2610665497&package=0&setpc=0&r=16678772776403,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,(27),SuperFlower ( 제조사 웹사이트 바로가기),850W,풀모듈러,ATX 파워,12,-0.17,39,10.871289817528336,0.3013354472833709,149
149,9536892,SilverStone Essential ST70F-ES230 700W 80PLUS STANDARD STCOM,2020년 02월,https://img.danawa.com/prod_img/500000/892/536/img/9536892_1.jpg?shrink=330:330&_v=20210203173743,68400.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=9536892&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2063004604&package=0&setpc=0&r=16678794159907,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,5.0,(1),SilverStone Essential,700W,케이블일체형,ATX 파워,5,-1.0,6,16.07927674888338,0.29678362573099415,150
150,10359810,시소닉 CORE GOLD GM-650 Modular,2020년 01월,https://img.danawa.com/prod_img/500000/810/359/img/10359810_1.jpg?shrink=330:330&_v=20201224110508,123000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=880&cate3=997&cate4=0&pcode=10359810&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=6985678308&package=0&setpc=0&r=16678781772365,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.7,(23),시소닉 ( 제조사 웹사이트 바로가기),650W,세미모듈러,ATX 파워,9,0.11,32,13.155686077636744,0.29634146341463413,151
