,id,name,등록년월,image,price,shop_link,shop_name,shop_logo,score,mall_review,제조회사,[기본사양]용량,[기본사양]RAM 타입,review_size,review_mean,review_count,final_score,Test,Rank
45,6095758,삼성전자 970 EVO M.2 NVMe (1TB),2018년 04월,https://img.danawa.com/prod_img/500000/758/095/img/6095758_1.jpg?shrink=330:330&_v=20201016110623,168300.0,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PL553&productSeq=6095758&serviceId=blog&marketPlaceSeq=33,㈜한마음아이티,https://img.danawa.com/cmpny_info/images/PL553_logo.gif,4.8,(554),삼성전자,1TB,DDR4 1GB,36,0.44,590,22.4618856586136,0.8718716577540107,46
46,12338942,삼성전자 980 PRO M.2 NVMe (500GB),2020년 09월,https://img.danawa.com/prod_img/500000/942/338/img/12338942_1.jpg?shrink=330:330&_v=20210409081706,124240.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12338942&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3563331332&package=0&setpc=0&r=16678691829945,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(248),삼성전자,500GB,DDR4 512MB,26,0.04,274,17.625038670031632,0.8642949130714745,47
47,13190573,삼성전자 870 EVO (1TB),2021년 01월,https://img.danawa.com/prod_img/500000/573/190/img/13190573_1.jpg?shrink=330:330&_v=20210120173048,126420.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13190573&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4675906601&package=0&setpc=0&r=16678690982731,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(799),삼성전자 ( 제조사 웹사이트 바로가기),1TB,DDR4 1GB,26,0.12,825,21.72197083016276,0.8333491536149343,48
48,5781886,마이크론 Crucial MX500 아스크텍 (250GB),2018년 01월,https://img.danawa.com/prod_img/500000/886/781/img/5781886_1.jpg?shrink=330:330&_v=20201016110427,44990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5781886&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3031260717&package=0&setpc=0&r=16678710512738,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,"(1,089)",마이크론 Crucial,250GB,,9,0.0,1098,36.22635766745411,0.8093798621915982,49
49,8034664,삼성전자 970 EVO Plus M.2 NVMe (2TB),2019년 05월,https://img.danawa.com/prod_img/500000/664/034/img/8034664_1.jpg?shrink=330:330&_v=20220830162003,278000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=8034664&cmpnyc=TN920&safe_trade=4&fee_type=T&link_pcode=14637974106&package=0&setpc=0&r=16678692525336,티몬,https://img.danawa.com/cmpny_info/images/TN920_logo.gif,4.7,(193),삼성전자,2TB,DDR4 2GB,55,0.2,248,15.176488757417866,0.8087769784172661,50
50,14803520,Seagate 파이어쿠다 530 M.2 NVMe (1TB),2021년 07월,https://img.danawa.com/prod_img/500000/520/803/img/14803520_1.jpg?shrink=330:330&_v=20221012132654,207910.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=14803520&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2612963460&package=0&setpc=0&r=16678692455484,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,(273),Seagate ( 제조사 웹사이트 바로가기),1TB,DDR4,40,-0.15,313,20.27904491595128,0.7911115386465297,51
51,6856051,ADATA XPG SX8200 Pro M.2 NVMe (1TB),2018년 12월,https://img.danawa.com/prod_img/500000/051/856/img/6856051_1.jpg?shrink=330:330&_v=20201016130807,136640.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6856051&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5543915391&package=0&setpc=0&r=16678700647297,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.7,(108),ADATA ( 제조사 웹사이트 바로가기),1TB,,26,-0.08,134,19.05002462223443,0.790807962529274,52
52,7395157,Western Digital WD BLACK SN750 M.2 NVMe (1TB),2019년 03월,https://img.danawa.com/prod_img/500000/157/395/img/7395157_1.jpg?shrink=330:330&_v=20201016110754,182000.0,http://shop.danawa.com/virtualestimate/?controller=estimate&methods=moveEstimateMiniShop&memberId=PSC0E&productSeq=7395157&serviceId=blog&marketPlaceSeq=33,에스제이시스템,https://img.danawa.com/cmpny_info/images/PSC0E_logo.gif,4.8,(54),Western Digital ( 제조사 웹사이트 바로가기),1TB,,35,0.09,89,15.428140086422694,0.7823076923076923,53
53,9496839,타무즈 GK300 (256GB),2019년 09월,https://img.danawa.com/prod_img/500000/839/496/img/9496839_1.jpg?shrink=330:330&_v=20210118143841,33970.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=9496839&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C715749257&package=0&setpc=0&r=16678693742760,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.6,(160),타무즈 ( 제조사 웹사이트 바로가기),256GB,,6,0.0,166,18.92647608876321,0.7291139240506329,54
54,13096874,마이크로닉스 WARP GX1 M.2 NVMe (1TB),2021년 01월,https://img.danawa.com/prod_img/500000/874/096/img/13096874_1.jpg?shrink=330:330&_v=20220124094044,137750.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13096874&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2021121562&package=0&setpc=0&r=16678696539430,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.8,(24),마이크로닉스 ( 제조사 웹사이트 바로가기),1TB,DDR4 1GB,23,-0.04,47,16.4634557085947,0.6765589836660617,55
55,6476438,ADATA Ultimate SU800 (256GB),2016년 08월,https://img.danawa.com/prod_img/500000/438/476/img/6476438_1.jpg?shrink=330:330&_v=20201016110731,43820.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6476438&cmpnyc=PS114&safe_trade=4&fee_type=A&link_pcode=99060&package=0&setpc=0&r=16678700378684,플레이몰,https://img.danawa.com/cmpny_info/images/PS114_logo.gif,4.8,(103),ADATA ( 제조사 웹사이트 바로가기),256GB,,7,0.14,110,12.104667780928535,0.6568690095846645,56
56,9991767,Seagate 파이어쿠다 520 M.2 NVMe (1TB),2019년 11월,https://img.danawa.com/prod_img/500000/767/991/img/9991767_1.jpg?shrink=330:330&_v=20201120184347,199000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=9991767&cmpnyc=TSA2B1&safe_trade=4&fee_type=N&link_pcode=5621881183&package=0&setpc=0&r=16678699628195,SCGSMALL,,4.7,(143),Seagate ( 제조사 웹사이트 바로가기),1TB,DDR4 1GB,31,-0.48,174,17.93319710459149,0.6461708542713568,57
57,9495942,타무즈 GK300 (120GB),2019년 09월,https://img.danawa.com/prod_img/500000/942/495/img/9495942_1.jpg?shrink=330:330&_v=20210118143915,19520.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=9495942&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2567097351&package=0&setpc=0&r=16678693864333,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(256),타무즈 ( 제조사 웹사이트 바로가기),120GB,,3,0.67,259,32.82355558495872,0.6344262295081967,58
58,8417127,ESSENCORE KLEVV NEO N400 (240GB),2019년 07월,https://img.danawa.com/prod_img/500000/127/417/img/8417127_1.jpg?shrink=330:330&_v=20210811175455,33900.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=8417127&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5552985256&package=0&setpc=0&r=16678702247389,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.7,(26),ESSENCORE ( 제조사 웹사이트 바로가기),240GB,,5,0.2,31,19.34907550531221,0.6058997050147492,59
59,6249368,이메이션 A320 (240GB),2018년 06월,https://img.danawa.com/prod_img/500000/368/249/img/6249368_1.jpg?shrink=330:330&_v=20180626105030,33900.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6249368&cmpnyc=TJ418&safe_trade=4&fee_type=T&link_pcode=0001574397&package=0&setpc=0&r=16678715167225,롯데하이마트,https://img.danawa.com/cmpny_info/images/TJ418_logo.gif,4.7,(125),이메이션,240GB,,5,0.2,130,14.174902556451917,0.6041297935103245,60
60,11097507,마이크론 Crucial P2 M.2 NVMe 대원씨티에스 (250GB),2020년 04월,https://img.danawa.com/prod_img/500000/507/097/img/11097507_1.jpg?shrink=330:330&_v=20220712095826,40890.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11097507&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3920453698&package=0&setpc=0&r=16678692959129,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(21),마이크론 ( 제조사 웹사이트 바로가기),250GB,,6,-0.17,27,15.402159398550564,0.5986793837123991,61
61,11692430,마이크론 Crucial P5 M.2 NVMe 대원씨티에스 (1TB),2020년 06월,https://img.danawa.com/prod_img/500000/430/692/img/11692430_1.jpg?shrink=330:330&_v=20220712095826,139390.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11692430&cmpnyc=PS114&safe_trade=4&fee_type=A&link_pcode=134224&package=0&setpc=0&r=16678696004905,플레이몰,https://img.danawa.com/cmpny_info/images/PS114_logo.gif,4.6,(5),마이크론 ( 제조사 웹사이트 바로가기),1TB,,20,-0.55,25,18.099790520831306,0.588277494798766,62
62,11710172,마이크론 Crucial P5 M.2 NVMe 아스크텍 (1TB),2020년 06월,https://img.danawa.com/prod_img/500000/172/710/img/11710172_1.jpg?shrink=330:330&_v=20200706164338,139390.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11710172&cmpnyc=PP402&safe_trade=4&fee_type=A&link_pcode=11710172&package=0&setpc=0&r=16678717758774,아이티엔조이,https://img.danawa.com/cmpny_info/images/PP402_logo.gif,4.8,(11),마이크론 ( 제조사 웹사이트 바로가기),1TB,,20,-0.25,31,13.098281719456065,0.588277494798766,63
63,5791868,마이크론 Crucial MX500 대원씨티에스 (2TB),2018년 01월,https://img.danawa.com/prod_img/500000/868/791/img/5791868_1.jpg?shrink=330:330&_v=20220830161709,211580.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5791868&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C686981208&package=0&setpc=0&r=16678691989799,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,(180),마이크론 Crucial,2TB,,29,-0.21,209,18.524772644510637,0.5545609225824747,64
64,6453805,마이크론 Crucial BX500 아스크텍 (240GB),2018년 09월,https://img.danawa.com/prod_img/500000/805/453/img/6453805_1.jpg?shrink=330:330&_v=20201016111733,38990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6453805&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3865625715&package=0&setpc=0&r=16678712838303,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,"(1,284)",마이크론 Crucial,240GB,,5,0.2,1289,39.81900760011487,0.5291100282123622,65
65,10034049,타무즈 GKX370 mSATA (512GB),2019년 11월,https://img.danawa.com/prod_img/500000/049/034/img/10034049_1.jpg?shrink=330:330&_v=20210118144530,70890.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=10034049&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B784929598&package=0&setpc=0&r=16678698093060,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,(56),타무즈 ( 제조사 웹사이트 바로가기),512GB,,9,0.0,65,20.91074677863945,0.5266187050359712,66
66,11283078,키오시아 EXCERIA M.2 NVMe (1TB),2020년 05월,https://img.danawa.com/prod_img/500000/078/283/img/11283078_1.jpg?shrink=330:330&_v=20210330132618,109000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11283078&cmpnyc=EE311&safe_trade=4&fee_type=T&link_pcode=1000277366273&package=0&setpc=0&r=16678693092325,이마트인터넷쇼핑몰,https://img.danawa.com/cmpny_info/images/EE311_logo.gif,4.8,(260),키오시아 ( 제조사 웹사이트 바로가기),1TB,,14,0.21,274,17.507767656886166,0.5253211009174312,67
67,14905265,마이크론 Crucial P5 Plus M.2 NVMe 대원씨티에스 (1TB),2021년 08월,https://img.danawa.com/prod_img/500000/265/905/img/14905265_1.jpg?shrink=330:330&_v=20221012130150,165970.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=14905265&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4567884020&package=0&setpc=0&r=16678691283005,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(64),마이크론 ( 제조사 웹사이트 바로가기),1TB,확인요망,21,-0.38,85,18.43281569714836,0.5215520877266976,68
68,13538642,삼성전자 980 PRO M.2 NVMe (2TB),2021년 03월,https://img.danawa.com/prod_img/500000/642/538/img/13538642_1.jpg?shrink=330:330&_v=20210409081733,347070.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13538642&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C383686374&package=0&setpc=0&r=16678691722700,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,(293),삼성전자,2TB,DDR4 2GB,44,0.59,337,17.3513488219209,0.5162301553000835,69
69,11211603,ESSENCORE KLEVV NEO N610 (256GB),2020년 05월,https://img.danawa.com/prod_img/500000/603/211/img/11211603_1.jpg?shrink=330:330&_v=20210812134900,47990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11211603&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5565673422&package=0&setpc=0&r=16678701598897,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,4.8,(10),ESSENCORE ( 제조사 웹사이트 바로가기),256GB,,6,0.0,16,15.080357408902977,0.5113565326109606,70
70,12961745,Sandisk ULTRA M.2 NVMe (2TB),2020년 12월,https://img.danawa.com/prod_img/500000/745/961/img/12961745_1.jpg?shrink=330:330&_v=20201228132754,274380.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12961745&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C241237019&package=0&setpc=0&r=16678720161362,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,(189),Sandisk ( 제조사 웹사이트 바로가기),2TB,,33,-0.45,222,18.322054624357232,0.5003280122457905,71
71,6429787,ADATA Ultimate SU655 (240GB),2018년 08월,https://img.danawa.com/prod_img/500000/787/429/img/6429787_1.jpg?shrink=330:330&_v=20201016110705,32990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6429787&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5113635034&package=0&setpc=0&r=16678694104831,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(254),ADATA,240GB,,4,0.0,258,24.16158178462312,0.49906032130948774,72
72,4593734,Western Digital WD GREEN SSD (120GB),2016년 10월,https://img.danawa.com/prod_img/500000/734/593/img/4593734_1.jpg?shrink=330:330&_v=20201016130738,57990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=4593734&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=B527789072&package=0&setpc=0&r=16678697704561,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,"(2,719)",Western Digital WD,120GB,,7,0.29,2726,34.0869644092101,0.49877565097430593,73
73,13168232,SK하이닉스 Gold S31 (1TB),2021년 01월,https://img.danawa.com/prod_img/500000/232/168/img/13168232_1.jpg?shrink=330:330&_v=20210323151933,179450.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13168232&cmpnyc=ED910&safe_trade=4&fee_type=T&link_pcode=8025701657&package=0&setpc=0&r=16678698858493,인터파크,https://img.danawa.com/cmpny_info/images/ED910_logo.gif,4.8,(576),SK하이닉스 ( 제조사 웹사이트 바로가기),1TB,DDR3,22,0.18,598,22.620163218956804,0.4967623293396489,74
74,11211666,ESSENCORE KLEVV NEO N610 (1TB),2020년 05월,https://img.danawa.com/prod_img/500000/666/211/img/11211666_1.jpg?shrink=330:330&_v=20210812134927,149780.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11211666&cmpnyc=PP402&safe_trade=4&fee_type=A&link_pcode=11211666&package=0&setpc=0&r=16678701497658,아이티엔조이,https://img.danawa.com/cmpny_info/images/PP402_logo.gif,4.8,(30),ESSENCORE ( 제조사 웹사이트 바로가기),1TB,,18,-0.28,48,17.712846179599016,0.4915208973160636,75
75,12668246,Seagate 바라쿠다 Q5 M.2 NVMe (2TB),2020년 11월,https://img.danawa.com/prod_img/500000/246/668/img/12668246_1.jpg?shrink=330:330&_v=20220607134748,219000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12668246&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5109164121&package=0&setpc=0&r=16678693537662,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.6,(26),Seagate ( 제조사 웹사이트 바로가기),2TB,,24,-0.38,50,15.903033778322516,0.4547945205479452,76
76,5498780,ADATA Ultimate SU650 (120GB),2017년 09월,https://img.danawa.com/prod_img/500000/780/498/img/5498780_1.jpg?shrink=330:330&_v=20200731102605,18250.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5498780&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5114323290&package=0&setpc=0&r=16678713454163,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(282),ADATA,120GB,,2,1.0,284,32.613915816757,0.45194520547945205,77
77,12920228,마이크론 2300 M.2 NVMe 디어스엠 (1TB),2020년 12월,https://img.danawa.com/prod_img/500000/228/920/img/12920228_1.jpg?shrink=330:330&_v=20210927135244,93570.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12920228&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2323906060&package=0&setpc=0&r=16678694691506,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.4,(15),마이크론 ( 제조사 웹사이트 바로가기),1TB,확인요망,10,0.1,25,15.855406714874157,0.4445869402586299,78
78,11211654,ESSENCORE KLEVV NEO N610 (512GB),2020년 05월,https://img.danawa.com/prod_img/500000/654/211/img/11211654_1.jpg?shrink=330:330&_v=20210812134914,75000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11211654&cmpnyc=PV203&safe_trade=4&fee_type=A&link_pcode=5565673423&package=0&setpc=0&r=16678701543945,컴오아시스,https://img.danawa.com/cmpny_info/images/PV203_logo.gif,5.0,(5),ESSENCORE ( 제조사 웹사이트 바로가기),512GB,,8,0.12,13,19.384333006415225,0.4362666666666667,79
79,8348883,마이크론 1300 SSD (256GB),2019년 06월,https://img.danawa.com/prod_img/500000/883/348/img/8348883_1.jpg?shrink=330:330&_v=20190715102030,38190.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=8348883&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5005476471&package=0&setpc=0&r=16678711122912,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(124),마이크론 ( 제조사 웹사이트 바로가기),256GB,DDR3 1GB,4,0.0,128,12.14203719653322,0.42922230950510604,80
80,12092096,삼성전자 870 QVO (1TB),2020년 06월,https://img.danawa.com/prod_img/500000/096/092/img/12092096_1.jpg?shrink=330:330&_v=20200828125003,117190.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12092096&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3669012693&package=0&setpc=0&r=16678693337754,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(82),삼성전자 ( 제조사 웹사이트 바로가기),1TB,DDR4 1GB,12,0.75,94,18.493889172367677,0.4198310436044031,81
81,15796589,Western Digital WD Blue SN570 M.2 NVMe (500GB),2021년 11월,https://img.danawa.com/prod_img/500000/589/796/img/15796589_1.jpg?shrink=330:330&_v=20211206163612,59400.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=15796589&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C549110533&package=0&setpc=0&r=16678692272388,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.8,(56),Western Digital ( 제조사 웹사이트 바로가기),500GB,,6,0.0,62,18.82409653731316,0.4193939393939394,82
82,6538923,마이크론 Crucial P1 M.2 NVMe 대원씨티에스 (500GB),2018년 10월,https://img.danawa.com/prod_img/500000/923/538/img/6538923_1.jpg?shrink=330:330&_v=20220712095826,60950.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=6538923&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3396089813&package=0&setpc=0&r=16678704455356,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.7,(107),마이크론 Crucial,500GB,,6,-0.33,113,21.37144001463854,0.40715340442986053,83
83,15022826,SK하이닉스 Gold P31 M.2 NVMe (2TB),2021년 08월,https://img.danawa.com/prod_img/500000/826/022/img/15022826_1.jpg?shrink=330:330&_v=20210819151312,289000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=15022826&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C408917388&package=0&setpc=0&r=16678691395667,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.9,(110),SK하이닉스 ( 제조사 웹사이트 바로가기),2TB,DDR4,28,-0.11,138,17.224594297086586,0.39936332179930795,84
84,13096985,마이크로닉스 WARP GX1 M.2 NVMe (512GB),2021년 01월,https://img.danawa.com/prod_img/500000/985/096/img/13096985_1.jpg?shrink=330:330&_v=20211130103712,71960.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=13096985&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C271182893&package=0&setpc=0&r=16678696574233,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.6,(6),마이크로닉스 ( 제조사 웹사이트 바로가기),512GB,DDR4 512MB,7,-0.14,13,16.76658050605893,0.3941634241245136,85
85,12809624,ASUS HYPER M.2 x16 Gen 4 CARD 아이보라 (SSD미포함),2020년 12월,https://img.danawa.com/prod_img/500000/624/809/img/12809624_1.jpg?shrink=330:330&_v=20210715180748,74110.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32625&cate4=0&pcode=12809624&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C418005004&package=0&setpc=0&r=16678702967132,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,5.0,(1),ASUS ( 제조사 웹사이트 바로가기),,,7,-0.14,8,17.487284836172844,0.392929429226825,86
86,4593708,Western Digital WD GREEN SSD (240GB),2016년 10월,https://img.danawa.com/prod_img/500000/708/593/img/4593708_1.jpg?shrink=330:330&_v=20220526174840,43130.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=4593708&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=1720990272&package=0&setpc=0&r=16678697669292,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.7,"(2,319)",Western Digital WD,240GB,,4,0.25,2323,44.796005211161486,0.3832135404590772,87
87,12338801,삼성전자 980 PRO M.2 NVMe (250GB),2020년 09월,https://img.danawa.com/prod_img/500000/801/338/img/12338801_1.jpg?shrink=330:330&_v=20210409081503,108890.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=12338801&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C354061099&package=0&setpc=0&r=16678691885886,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,(58),삼성전자,250GB,DDR4 512MB,10,0.3,68,18.937430916625647,0.3792818440628157,88
88,11961251,타무즈 GK600 PRIME (250GB),2020년 08월,https://img.danawa.com/prod_img/500000/251/961/img/11961251_1.jpg?shrink=330:330&_v=20211001102047,43970.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11961251&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=3395323857&package=0&setpc=0&r=16678701412421,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.9,(30),타무즈 ( 제조사 웹사이트 바로가기),250GB,DDR3 256MB,4,0.0,34,17.7929639929238,0.3748010006822834,89
89,5834230,삼성전자 860 EVO (1TB),2018년 01월,https://img.danawa.com/prod_img/500000/230/834/img/5834230_1.jpg?shrink=330:330&_v=20201016110837,140540.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=5834230&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C514528307&package=0&setpc=0&r=16678709898004,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.7,(547),삼성전자,1TB,DDR4 1GB,13,0.46,560,20.815089551597225,0.37425643944784404,90
90,11837995,리뷰안 NX2300 M.2 NVMe (512GB),2020년 07월,https://img.danawa.com/prod_img/500000/995/837/img/11837995_1.jpg?shrink=330:330&_v=20201127170550,87890.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=32617&cate3=32623&cate4=0&pcode=11837995&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=2953179512&package=0&setpc=0&r=16678726752517,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(69),리뷰안 ( 제조사 웹사이트 바로가기),512GB,,8,-0.12,77,14.117306112607531,0.37410399362839913,91
