,id,name,등록년월,image,price,shop_link,shop_name,shop_logo,score,mall_review,제조회사,전력 관련권장 파워용량,review_size,review_mean,review_count,final_score,Test,Rank
376,12193163,PALIT 지포스 RTX 3090 GAMINGPRO D6X 24GB,2020년 09월,https://img.danawa.com/prod_img/500000/163/193/img/12193163_1.jpg?shrink=330:330&_v=20201218115633,2565000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=12193163&cmpnyc=COM25&safe_trade=2&fee_type=S&link_pcode=&package=0&setpc=0&r=16678601925837,㈜근호컴,https://img.danawa.com/cmpny_info/images/COM25_logo.gif,5.0,(4),PALIT ( 제조사 웹사이트 바로가기),정격파워 750W 이상,21,0.14,25,18.07683574036355,0.033812865497076024,377
377,13110236,ASRock Phantom Gaming D 라데온 RX 6800 XT OC D6 16GB 디앤디컴,2021년 01월,https://img.danawa.com/prod_img/500000/236/110/img/13110236_1.jpg?shrink=330:330&_v=20210112090422,1112990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=971&cate4=0&pcode=13110236&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5070598943&package=0&setpc=0&r=16678608474079,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,5.0,(6),ASRock ( 제조사 웹사이트 바로가기),정격파워 800W 이상,9,0.33,15,18.22979455884071,0.03276579304396266,378
378,15021752,EVGA 지포스 RTX 3070 FTW3 ULTRA GAMING D6 8GB LHR,2021년 08월,https://img.danawa.com/prod_img/500000/752/021/img/15021752_1.jpg?shrink=330:330&_v=20220506141241,1010990.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=15021752&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C633468265&package=0&setpc=0&r=16678613081086,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,4.5,(18),EVGA ( 제조사 웹사이트 바로가기),정격파워 650W 이상,8,0.38,26,17.61348852223945,0.032617533308934805,379
379,12213656,INNO3D iChiLL 지포스 RTX 3090 D6X 24GB X4,2020년 09월,https://img.danawa.com/prod_img/500000/656/213/img/12213656_1.jpg?shrink=330:330&_v=20201204102137,1776450.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=12213656&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2326698216&package=0&setpc=0&r=16678601008917,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.2,(4),INNO3D ( 제조사 웹사이트 바로가기),정격파워 750W 이상,14,0.43,18,15.7957417670343,0.03254805933181345,380
380,17019809,PowerColor 라데온 RX 6950 XT Red Devil D6 16GB,2022년 05월,https://img.danawa.com/prod_img/500000/809/019/img/17019809_1.jpg?shrink=330:330&_v=20220520144705,1638900.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=971&cate4=0&pcode=17019809&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C702389496&package=0&setpc=0&r=16678594562193,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,3.7,(4),PowerColor ( 제조사 웹사이트 바로가기),정격파워 950W 이상,13,-0.15,17,18.12227842745113,0.03247422051375923,381
381,14705294,PALIT 지포스 RTX 3070 GAMINGPRO D6 8GB LHR,2021년 07월,https://img.danawa.com/prod_img/500000/294/705/img/14705294_1.jpg?shrink=330:330&_v=20210709140809,2632500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14705294&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P4361026771&package=0&setpc=0&r=16678613138806,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,5.0,(1),PALIT ( 제조사 웹사이트 바로가기),정격파워 650W 이상,20,0.2,21,17.4521109363606,0.031240265906932574,382
382,13829603,갤럭시 GALAX 지포스 GT1030 PLUS D4 2GB,2021년 04월,https://img.danawa.com/prod_img/500000/603/829/img/13829603_1.jpg?shrink=330:330&_v=20210407142102,262600.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=13829603&cmpnyc=TP40F&safe_trade=4&fee_type=T&link_pcode=P5790451959&package=0&setpc=0&r=16678620664585,쿠팡,https://img.danawa.com/cmpny_info/images/TP40F_logo.gif,4.2,(4),갤럭시 ( 제조사 웹사이트 바로가기),정격파워 300W 이상,2,0.5,6,15.986551588294146,0.03108910891089109,383
383,14718155,PNY XLR8 지포스 RTX 3070 Ti UPRISING EPIC-X RGB D6X 8GB Triple 마이크로닉스,2021년 07월,https://img.danawa.com/prod_img/500000/155/718/img/14718155_1.jpg?shrink=330:330&_v=20210806145435,794780.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14718155&cmpnyc=TJ418&safe_trade=4&fee_type=T&link_pcode=0019507270&package=0&setpc=0&r=16678594463188,롯데하이마트,https://img.danawa.com/cmpny_info/images/TJ418_logo.gif,4.0,(1),PNY ( 제조사 웹사이트 바로가기),,6,0.33,7,16.27381590859863,0.031042552656080927,384
384,14379647,INNO3D iChiLL 지포스 RTX 3080 Ti D6X 12GB X4,2021년 06월,https://img.danawa.com/prod_img/500000/647/379/img/14379647_1.jpg?shrink=330:330&_v=20210614152310,1718500.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14379647&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2406829228&package=0&setpc=0&r=16678606082744,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,4.6,(5),INNO3D ( 제조사 웹사이트 바로가기),정격파워 750W 이상,13,0.08,18,19.3039765108994,0.031030549898167007,385
385,14561216,GIGABYTE 지포스 RTX 3080 VISION OC V2 D6X 10GB 제이씨현,2021년 06월,https://img.danawa.com/prod_img/500000/216/561/img/14561216_1.jpg?shrink=330:330&_v=20210716142302,1200750.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14561216&cmpnyc=EE128&safe_trade=4&fee_type=T&link_pcode=2406833331&package=0&setpc=0&r=16678624429820,G마켓,https://img.danawa.com/cmpny_info/images/EE128_logo.gif,5.0,(2),GIGABYTE ( 제조사 웹사이트 바로가기),정격파워 750W 이상,9,0.22,11,17.751099596610455,0.03074578388507183,386
386,14459372,GIGABYTE AORUS 지포스 RTX 3060 ELITE V2 D6 12GB 제이씨현,2021년 06월,https://img.danawa.com/prod_img/500000/372/459/img/14459372_1.jpg?shrink=330:330&_v=20220425105049,561050.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14459372&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=5104928583&package=0&setpc=0&r=16678611318809,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,4.8,(15),GIGABYTE ( 제조사 웹사이트 바로가기),정격파워 600W 이상,4,-0.5,19,8.95717885726074,0.02924516531503431,387
387,14081975,ASUS ROG STRIX 지포스 RTX 3090 O24G GAMING OC D6X 24GB White,2021년 05월,https://img.danawa.com/prod_img/500000/975/081/img/14081975_1.jpg?shrink=330:330&_v=20210503164916,2798630.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=14081975&cmpnyc=TH201&safe_trade=4&fee_type=T&link_pcode=4663031499&package=0&setpc=0&r=16678623687301,11번가,https://img.danawa.com/cmpny_info/images/TH201_logo.gif,5.0,(3),ASUS ( 제조사 웹사이트 바로가기),정격파워 750W 이상,20,0.25,23,16.970179982331864,0.029242879551780693,388
388,12626474,GIGABYTE AORUS 지포스 RTX 3090 Xtreme D6X 24GB 피씨디렉트,2020년 11월,https://img.danawa.com/prod_img/500000/474/626/img/12626474_1.jpg?shrink=330:330&_v=20210318172147,2457630.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=12626474&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C538163450&package=0&setpc=0&r=16678610658781,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,5.0,(1),GIGABYTE ( 제조사 웹사이트 바로가기),정격파워 850W 이상,17,0.24,18,17.69961910629361,0.028706518068220197,389
389,15297479,MSI 라데온 RX 6600 XT 메크 2X OC V1 D6 8GB,2021년 09월,https://img.danawa.com/prod_img/500000/479/297/img/15297479_1.jpg?shrink=330:330&_v=20210924142142,435000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=971&cate4=0&pcode=15297479&cmpnyc=TSA181&safe_trade=4&fee_type=N&link_pcode=6076228093&package=0&setpc=0&r=16678612424394,공식판매점,,5.0,(2),MSI ( 제조사 웹사이트 바로가기),정격파워 500W 이상,3,0.67,5,13.607285345124824,0.028496551724137932,390
390,13494161,GAINWARD 지포스 RTX 2060 고스트 V2 D6 6GB,2021년 03월,https://img.danawa.com/prod_img/500000/161/494/img/13494161_1.jpg?shrink=330:330&_v=20210303110620,1890000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=13494161&cmpnyc=EE715&safe_trade=4&fee_type=T&link_pcode=C370555259&package=0&setpc=0&r=16678619931619,옥션,https://img.danawa.com/cmpny_info/images/EE715_logo.gif,5.0,(1),GAINWARD ( 제조사 웹사이트 바로가기),정격파워 500W 이상,13,-0.23,14,17.969431407519206,0.028008465608465608,391
391,12190271,GIGABYTE 지포스 RTX 3090 Gaming OC D6X 24GB 제이씨현,2020년 09월,https://img.danawa.com/prod_img/500000/271/190/img/12190271_1.jpg?shrink=330:330&_v=20201028140437,1940000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=12190271&cmpnyc=TV71D8&safe_trade=4&fee_type=N&link_pcode=7312557954&package=0&setpc=0&r=16678592805248,해피마켓2,,5.0,(7),GIGABYTE ( 제조사 웹사이트 바로가기),정격파워 750W 이상,13,0.62,20,15.487562876829022,0.027675257731958763,392
392,15308354,이엠텍 지포스 RTX 3070 Ti STORM DARK D6X 8GB 디아블로2 레저렉션,2021년 09월,https://img.danawa.com/prod_img/500000/354/308/img/15308354_1.jpg?shrink=330:330&_v=20211006140835,1500000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=972&cate4=0&pcode=15308354&cmpnyc=TV8189&safe_trade=4&fee_type=N&link_pcode=6175138873&package=0&setpc=0&r=16678613454893,조이앤홀릭,,4.8,(7),이엠텍 ( 제조사 웹사이트 바로가기),정격파워 700W 이상,10,-0.1,17,18.79192511573082,0.027546666666666667,393
393,13029701,ASUS TUF Gaming 라데온 RX 6800 XT O16G OC D6 16GB 대원씨티에스,2020년 12월,https://img.danawa.com/prod_img/500000/701/029/img/13029701_1.jpg?shrink=330:330&_v=20220712091953,1680000.0,https://prod.danawa.com/bridge/loadingBridge.html?cate1=861&cate2=876&cate3=971&cate4=0&pcode=13029701&cmpnyc=TUC2D1&safe_trade=4&fee_type=N&link_pcode=6314233807&package=0&setpc=0&r=16678616852155,데코트레이딩,,4.6,(6),ASUS ( 제조사 웹사이트 바로가기),정격파워 750W 이상,11,0.73,17,15.537223120014083,0.02723809523809524,394
